Gold	Predictions	Probabilities
Denmark	['northern europe', 'europe', 'western europe', 'baltic', 'greenland']	[1.0, 1.0925003449930598e-18, 2.794520697865964e-22, 1.682399313829873e-24, 1.3909175144240374e-30]	g4jPHbhvoFcPJlCHqGxLiA
Denmark	['baltic', 'northern europe', 'europe', 'western europe', 'greenland']	[0.9999984502792358, 1.5285730796676944e-06, 2.5360354482108043e-14, 5.293657870621062e-16, 9.378675597092377e-25]	gtpkC6f5yonEh9_Qy5oIMg
Denmark	['northern europe', 'baltic', 'europe', 'western europe', 'eastern europe']	[1.0, 5.369368618886143e-14, 3.745981754235005e-20, 3.3693038122894635e-23, 9.615837075566842e-32]	5aOFtQ6LXOVXP_hyyzErtQ
Denmark	['northern europe', 'western europe', 'europe', 'baltic', 'greenland']	[1.0, 5.026043817246695e-12, 1.661841584821495e-16, 2.9956038922052458e-21, 9.351681762991846e-25]	fCYx-ASztvHRSTZ5Ypd1Eg
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'greenland']	[1.0, 2.6114053292420865e-15, 2.6601663624201115e-17, 9.494962233215502e-18, 3.001510049330602e-26]	CGSRhck7b_WzZTjL5Mw92g
Denmark	['western europe', 'northern europe', 'baltic', 'oceania', 'europe']	[0.9998201727867126, 0.00014919311797711998, 3.061721508856863e-05, 2.80439373946098e-17, 2.3003636409109808e-17]	zghff2fA5dQ9RT50RQOR7A
Denmark	['baltic', 'northern europe', 'europe', 'western europe', 'greenland']	[1.0, 9.4718171084196e-09, 1.0414362921302642e-13, 1.3236785037067924e-15, 1.2610590408052418e-24]	6OitH1t3MdxkhIk_F8w-HQ
Denmark	['baltic', 'northern europe', 'europe', 'western europe', 'western asia']	[1.0, 1.2806800196339067e-14, 1.6043109284203354e-30, 6.9184454701615e-33, 0.0]	18kroHvi2u6E9_7Mpfswug
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'eastern europe']	[0.9999865293502808, 1.3518252671929076e-05, 1.3919477917482282e-18, 3.3292143941241975e-25, 6.853487210376735e-36]	y5iYBjhu851eGFiJuNrlcA
Denmark	['baltic', 'northern europe', 'western europe', 'europe', 'oceania']	[1.0, 4.767979899789054e-10, 3.5185975660878555e-11, 7.951342856639637e-16, 2.5519495902432185e-18]	iqkMUnLsJVSRm77WqeehVg
Denmark	['northern europe', 'baltic', 'europe', 'western europe', 'eastern europe']	[0.9999996423721313, 3.263972985223518e-07, 3.245177360882735e-14, 3.936151848851138e-17, 2.735667737612411e-27]	kgwFfDCki3bC99T-RspeKw
Denmark	['northern europe', 'baltic', 'western europe', 'greenland', 'europe']	[0.9999375343322754, 6.241892697289586e-05, 1.6604308696458163e-18, 1.1376495171874292e-18, 1.3405915781872683e-25]	xls5WEDOafGPNlZucuHFeg
Denmark	['baltic', 'northern europe', 'europe', 'western europe', 'asia']	[0.9999992847442627, 7.599157925142208e-07, 4.099753492850724e-21, 5.580678207959137e-22, 3.253301985692403e-32]	r2HWhp2tXWgX_G2lcTRCtg
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'greenland']	[1.0, 2.4769090058433267e-18, 9.071589611466753e-21, 8.745027728020345e-27, 1.4860256118339728e-33]	VQSSmarjZevP8ePpv-tClg
Denmark	['northern europe', 'baltic', 'europe', 'western europe', 'greenland']	[0.9994555115699768, 0.0005444788839668036, 3.636120589600158e-15, 9.973516202874633e-19, 6.670044782432714e-21]	aCs662ZxTvOMUNcbZ9ABJQ
Denmark	['baltic', 'europe', 'western europe', 'northern europe', 'eastern europe']	[1.0, 3.6178639987970637e-17, 7.203817727026577e-19, 2.078937523893039e-23, 3.331844359315335e-29]	vLAiOPHwrEnJWeKJrKX_bQ
Denmark	['northern europe', 'baltic', 'greenland', 'western europe', 'europe']	[1.0, 6.915055686266061e-14, 3.29383384542101e-20, 6.2945171946934006e-24, 9.282459472059231e-30]	3qN662cwzvSLPH2Il1pmNg
Denmark	['baltic', 'northern europe', 'western europe', 'europe', 'eastern europe']	[0.9847169518470764, 0.015274985693395138, 7.951040970510803e-06, 1.3953132269386992e-12, 1.1338345122395916e-23]	dY-J3Chlgt74j6ilgyV77Q
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'eastern europe']	[1.0, 3.04803720041491e-08, 1.735235954924974e-08, 9.33217912668649e-12, 1.4679825495013872e-21]	E6t08LrCdYTcUXs-kZ3vgA
Denmark	['northern europe', 'western europe', 'europe', 'greenland', 'baltic']	[0.9999996423721313, 3.778656321173912e-07, 2.3460682351081775e-15, 6.973205305179132e-27, 9.619617582948522e-31]	Y4TJa-FXaeeAkyscbt2iqA
Denmark	['baltic', 'northern europe', 'western europe', 'europe', 'eastern europe']	[1.0, 1.1070516485673417e-14, 8.736549664034531e-29, 3.9147457144304683e-29, 1.505833389595099e-32]	jMFacYluhY3SY9_KSZu7Dw
Denmark	['northern europe', 'western europe', 'europe', 'baltic', 'greenland']	[1.0, 3.4040888785151735e-19, 2.738639495279663e-23, 6.633540818334351e-24, 2.3375457482485713e-31]	VZVVsqzriGmCVpR7475WfA
Denmark	['northern europe', 'baltic', 'western europe', 'greenland', 'europe']	[1.0, 3.7289776821936016e-10, 4.548509024112714e-18, 1.4922230716976987e-18, 1.366256414952338e-19]	dvUBiNZj9OKle6W66jxNsg
Denmark	['northern europe', 'western europe', 'europe', 'baltic', 'eastern europe']	[0.9434453845024109, 0.0565546490252018, 8.688502139975185e-10, 4.192644550858979e-19, 9.962617009266483e-28]	o15XXceHvVw5VM858MJK-w
Denmark	['northern europe', 'greenland', 'western europe', 'europe', 'baltic']	[1.0, 1.838747679826242e-23, 3.425926670344417e-24, 1.9614693114588003e-24, 8.907863276689472e-32]	a9Nkm_dm4iBs3p6Rk6BWhQ
Denmark	['northern europe', 'western europe', 'baltic', 'europe', 'greenland']	[1.0, 8.562461137198053e-24, 3.912424684772815e-25, 9.988856550976485e-33, 1.4572832137529332e-33]	aI3KiJozxm-ptUkNtWI2dA
Denmark	['europe', 'northern europe', 'western europe', 'eastern europe', 'baltic']	[0.9898494482040405, 0.010066413320600986, 8.409318252233788e-05, 2.771724906883155e-12, 5.5055447505635013e-14]	Eup7YLqmnIpKoTXZaRjh7Q
Denmark	['northern europe', 'baltic', 'greenland', 'europe', 'western europe']	[1.0, 4.9656661913516934e-21, 1.194886603396308e-22, 4.228804746382688e-26, 5.674716373654036e-27]	l-sZ46mEjDIuW-3slM81vw
Denmark	['northern europe', 'western europe', 'baltic', 'europe', 'greenland']	[1.0, 3.122371339345925e-13, 6.032747056659642e-16, 2.579117096691604e-18, 1.8466145794263406e-22]	zZNDNcnJTFoU-ztfkkc7Xg
Denmark	['northern europe', 'greenland', 'western europe', 'baltic', 'europe']	[1.0, 3.485866900703098e-18, 1.5345773298492221e-19, 9.775291707169934e-22, 2.6101456771915605e-26]	Ce-FozzVa_1tO5mevcv2-g
Denmark	['northern europe', 'western europe', 'europe', 'baltic', 'eastern europe']	[0.999563992023468, 0.00043602901860140264, 4.102686190776694e-09, 4.580288479297563e-22, 1.955547819518396e-26]	Tn8xtgSMUWBQFyp7SZYh6w
Denmark	['baltic', 'northern europe', 'greenland', 'western europe', 'eastern europe']	[0.9999241828918457, 7.576309872092679e-05, 1.9968674746371407e-20, 6.249675949606019e-26, 1.5149124201306949e-27]	UoiHLncy0vBTkaMrg9W3LQ
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'eastern europe']	[0.7232297658920288, 0.2767360210418701, 3.420930806896649e-05, 1.7859583813738516e-16, 3.395274373028079e-31]	bnKeCKiMnyvaDHwJbtR-DQ
Denmark	['northern europe', 'western europe', 'baltic', 'europe', 'greenland']	[0.5824124217033386, 0.4175800085067749, 7.615480171807576e-06, 2.9931443989994477e-09, 6.072963084980965e-19]	x-qG3X0zs2vtB5vpKkro5A
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'eastern europe']	[1.0, 3.7288887255737535e-12, 2.34405763300128e-14, 6.761373810020565e-19, 6.041073315837187e-27]	mu18ylpSyKORK5am6j0o-A
Denmark	['baltic', 'northern europe', 'europe', 'western europe', 'greenland']	[0.9935160875320435, 0.006483943201601505, 3.427051936504e-14, 8.848527989426154e-15, 3.7556440323586733e-16]	c0rih6ewUH7_IfSr7anFRA
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'greenland']	[0.99998939037323, 1.0656058293534443e-05, 1.8646287170196874e-17, 1.8485059270891495e-21, 2.619188441517106e-23]	rVNI2I7ZSqXNfSU7lbMpYg
Denmark	['baltic', 'northern europe', 'greenland', 'western europe', 'eastern europe']	[1.0, 2.573562456892331e-12, 4.685209775710829e-30, 2.135681815831792e-36, 2.677618761992511e-38]	8sGHCNLkB1Kk8_6EJNWnUQ
Denmark	['northern europe', 'baltic', 'europe', 'western europe', 'eastern europe']	[0.9999992847442627, 6.688657094855444e-07, 7.084801495471638e-11, 2.1128800098413336e-11, 1.7306322406671198e-17]	mbtznsU8GcpJMWvLwkQtwg
Denmark	['baltic', 'northern europe', 'europe', 'western europe', 'eastern europe']	[1.0, 9.902206832279603e-10, 4.009184667264796e-30, 3.1255977252771213e-30, 2.691965816189654e-39]	5z423RfbYS1RKTYFSNwmpg
Denmark	['greenland', 'northern europe', 'western europe', 'baltic', 'europe']	[0.9999974966049194, 2.505312068024068e-06, 5.9696037889379265e-28, 4.474454359116872e-29, 3.654320414107488e-32]	ylC-IH2WabevAj4F724u1Q
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'southern europe']	[0.7404323220252991, 0.25951987504959106, 3.70006964658387e-05, 1.0765845217974856e-05, 1.6791280822367471e-12]	3lFei_9icDfHuC7NKMMkWA
Denmark	['baltic', 'northern europe', 'europe', 'greenland', 'western europe']	[0.9999610185623169, 3.892720997100696e-05, 2.1165896903477835e-27, 1.9612392217639023e-28, 2.9112991994386e-29]	sIMeWUG_NBOdLuuQrlV9EA
Denmark	['northern europe', 'baltic', 'greenland', 'western europe', 'europe']	[1.0, 1.361312803140951e-21, 4.1146856074228244e-22, 3.247564233597815e-24, 2.5306203320023183e-27]	x44UdnwfnZR_ntsFrm4S2A
Denmark	['western europe', 'northern europe', 'europe', 'baltic', 'eastern europe']	[0.9994035959243774, 0.0005963583244010806, 4.046574186844509e-09, 1.4216017691413144e-26, 7.914778377645864e-30]	7XhQ0aXjF4k95KuxowWFVA
Denmark	['western europe', 'europe', 'northern europe', 'baltic', 'eastern europe']	[0.9999668598175049, 3.313017441541888e-05, 1.404251825931624e-09, 1.0004603298193252e-20, 1.2987410724245223e-23]	IY4bn_-oJ9vvI6ylmqu-lg
Denmark	['western europe', 'europe', 'northern europe', 'africa', 'baltic']	[1.0, 9.797269662215058e-09, 8.140914158072388e-12, 8.051108852007407e-26, 8.504872074880119e-32]	Wz9rxDLhnZljdDKfxJjB9g
Denmark	['northern europe', 'baltic', 'greenland', 'europe', 'western europe']	[1.0, 4.201637478153282e-15, 2.620931903836772e-18, 9.52613662979825e-31, 6.712503914523143e-31]	wCxrj0rYzUa6r4wml0Nrbg
Denmark	['northern europe', 'baltic', 'europe', 'western europe', 'greenland']	[1.0, 7.689729741855444e-09, 3.4553521251879556e-17, 2.9167600088970175e-21, 4.896343676153753e-24]	3PCM97P9Rx2jEOzcFDEVIg
Denmark	['baltic', 'northern europe', 'western europe', 'europe', 'greenland']	[0.6445887088775635, 0.35541123151779175, 1.071239829220695e-26, 9.679058491694462e-28, 8.753435856675054e-30]	vtgDf2HKOHGf8xQrpRAhzg
Denmark	['northern europe', 'baltic', 'greenland', 'europe', 'western europe']	[1.0, 1.0242371367291263e-16, 1.6197528240658445e-29, 1.0792257128190402e-31, 2.4135222093092375e-32]	TQYFIkIteClgzWCy0Qud1Q
Denmark	['northern europe', 'baltic', 'greenland', 'western europe', 'europe']	[1.0, 7.527245992769665e-20, 2.4044896515263944e-24, 8.101608399152712e-25, 1.149811915146652e-31]	mst4X3F3Vpfc1SsrSIw50w
Denmark	['baltic', 'eastern europe', 'northern europe', 'western europe', 'europe']	[0.9999998807907104, 1.068946318127928e-07, 3.0076875018325566e-11, 1.0056982156780858e-11, 1.3049829195499376e-14]	7r5pPC3-PfWtUwt4VJViow
Denmark	['northern europe', 'europe', 'baltic', 'western europe', 'eastern europe']	[0.9999940395355225, 3.887282673531445e-06, 1.784513642633101e-06, 2.773973619696335e-07, 1.429162515028844e-21]	gykBovcagnuFnmIQQN2YZg
Denmark	['eastern europe', 'balkan', 'europe', 'southern europe', 'western europe']	[0.9749183654785156, 0.02508164756000042, 6.908162236696214e-11, 2.2089923640278286e-11, 1.676875478751061e-11]	5xD6NdU52yDMCcNakA1gZg
Denmark	['northern europe', 'western europe', 'europe', 'baltic', 'greenland']	[0.9995760321617126, 0.0004239494155626744, 2.5069489595352934e-08, 7.687947475625685e-21, 8.175534245788205e-30]	h2ODBUyKXhqDObiWbr0qSw
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'greenland']	[1.0, 2.3225609532395025e-15, 1.1151253336865092e-15, 4.809642317924433e-20, 2.2551101118949876e-36]	m8b7fkvqN-WPMi4D_hfeOw
Denmark	['western europe', 'europe', 'northern europe', 'baltic', 'eastern europe']	[0.9990612864494324, 0.0009387410245835781, 3.860795363963554e-11, 1.2188418675633684e-24, 1.033159048135348e-25]	qvwnjU_ix2UylO9_d2xEeA
Denmark	['northern europe', 'western europe', 'baltic', 'europe', 'west africa']	[0.9948763251304626, 0.005123719107359648, 1.7648166261707843e-10, 1.5755258426022878e-12, 6.017589719705882e-15]	b7PJ1D172CAtuCEJ9Uo4Qw
Denmark	['northern europe', 'western europe', 'europe', 'baltic', 'greenland']	[1.0, 1.169081942364869e-09, 6.753582350261684e-21, 2.089694312867497e-24, 3.0479069761524617e-32]	xJnM20edcHa-0xWjvQ6wMA
Denmark	['western europe', 'europe', 'northern europe', 'eastern europe', 'baltic']	[0.9996316432952881, 0.0003682754177134484, 1.2355772582850477e-07, 4.074041262056109e-20, 2.0102962752837346e-22]	0dmtdb3ai9Q71hUo0doMJw
Denmark	['northern europe', 'europe', 'western europe', 'greenland', 'baltic']	[1.0, 3.634981923209164e-14, 8.14323075930181e-15, 3.1413239967567226e-25, 6.563193844595821e-30]	Cg-dPZDVptY2havX02Wo_g
Denmark	['northern europe', 'baltic', 'europe', 'western europe', 'greenland']	[1.0, 2.128109971230585e-14, 2.896810335070928e-22, 3.3632540380073236e-24, 7.8291378146416375e-25]	c3siEo9IpgyHly4_bi1-bw
Denmark	['baltic', 'northern europe', 'europe', 'greenland', 'western europe']	[1.0, 1.2956567840572892e-23, 2.3297982119190955e-33, 7.961243376373722e-37, 2.27906327445725e-38]	-eSOytzm9x7w-MTTOYcEFQ
Denmark	['baltic', 'northern europe', 'europe', 'western europe', 'greenland']	[0.9999312162399292, 6.875028338981792e-05, 6.024029806498052e-24, 9.430453098904141e-26, 1.8712452436207002e-26]	lKYKxzQKlu3yrKd9Xjl1cw
Denmark	['europe', 'western europe', 'northern europe', 'eastern europe', 'balkan']	[0.8435571193695068, 0.15644289553165436, 4.027072364465312e-08, 2.4915870148328745e-12, 7.728183026960427e-20]	aDQMHn1A40xSdwDjZNmMFw
Denmark	['baltic', 'northern europe', 'eastern europe', 'western europe', 'europe']	[1.0, 3.5437176196945197e-12, 5.898217048811978e-16, 3.063389233043273e-23, 4.61476388057701e-26]	axcLbw0yZu-WPLuiZsOXZg
Denmark	['northern europe', 'western europe', 'baltic', 'europe', 'eastern europe']	[0.9994605183601379, 0.0005302156787365675, 9.328952728537843e-06, 2.291162702269811e-12, 2.1804224520907918e-18]	dvzSll8UbFTlCuBJM3_2ww
Denmark	['northern europe', 'baltic', 'europe', 'western europe', 'eastern europe']	[0.9977007508277893, 0.0022992370650172234, 2.2955346729914596e-14, 1.1708750305715375e-15, 3.6550262373394505e-29]	fVabcePScbkjN-F8Tqrnng
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'asia']	[1.0, 1.0040482131044995e-22, 2.6969747939164505e-29, 1.8365472347416704e-30, 3.247902003058283e-37]	AesHJCxYl37EE8taFplF5g
Denmark	['northern europe', 'baltic', 'europe', 'western europe', 'eastern europe']	[1.0, 2.9661837430694504e-08, 6.76991123750581e-13, 6.618177583923596e-15, 5.635406434226267e-29]	f-9RyuDGIV6nuqiLgqW9Dg
Denmark	['western europe', 'northern europe', 'europe', 'greenland', 'baltic']	[0.9999796152114868, 2.044295979430899e-05, 1.729344029088864e-10, 5.767168329518412e-29, 3.350446660860601e-30]	wweYXNfTa7YZe58snvffMg
Denmark	['northern europe', 'baltic', 'western europe', 'greenland', 'europe']	[1.0, 2.3273532712159246e-20, 1.124438870887112e-20, 2.506655901444873e-29, 9.967812410297682e-32]	r5jO5uKl2fRrhFqvEshpVQ
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'greenland']	[1.0, 1.0114197673827263e-10, 1.0575521557427855e-24, 7.235587145695553e-30, 1.1806005102031634e-30]	0ZsHgNSuVaRBlTqVBt9GZw
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'greenland']	[0.9999943971633911, 5.58478495804593e-06, 3.635393310170987e-13, 8.883116529091385e-23, 1.9720529340381724e-38]	g3UfIyh4FPWZfZhsAMpmmg
Denmark	['baltic', 'northern europe', 'greenland', 'western europe', 'europe']	[1.0, 4.2735981420349844e-10, 6.556192337623383e-21, 2.053141943033224e-31, 2.558590788874604e-38]	kcmjp3RiZy4ElhjVInzFaA
Denmark	['northern europe', 'western europe', 'europe', 'baltic', 'eastern europe']	[0.9903849363327026, 0.009615035727620125, 4.7743163589242243e-11, 1.9500212436730972e-22, 5.229260826135e-25]	8HGpflPRl9fo_fryN_wACg
Denmark	['northern europe', 'western europe', 'baltic', 'eastern europe', 'europe']	[0.558343768119812, 0.4407840669155121, 0.0008683584164828062, 3.8571074583160225e-06, 1.2734706344996738e-10]	vQnc09MXKDLBxvOO5IhrOA
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'eastern europe']	[1.0, 2.1477199185770957e-10, 5.575597763433221e-14, 5.577203241592848e-18, 3.9136548677194264e-37]	WfArS1-iT1rprxprV_lmOQ
Denmark	['northern europe', 'baltic', 'western europe', 'europe', 'greenland']	[0.9999953508377075, 4.641696705220966e-06, 2.7349630840492554e-15, 1.0732517305434008e-15, 1.1820457464621737e-23]	aKkqZ8f6Yg7O2NLV0jCIvg
Denmark	['western europe', 'baltic', 'northern europe', 'europe', 'southern europe']	[0.9944815635681152, 0.005514085292816162, 3.821048721874831e-06, 5.641134066536324e-07, 3.351302056919418e-21]	VZFUCU_qaq7dYWWJ6WFYsg
Thailand	['south east asia', 'far east asia', 'east asia', 'asia', 'western asia']	[1.0, 2.3595444174906444e-12, 1.5518980317568668e-17, 2.2998803089393084e-19, 5.444769344837876e-32]	IOb6P4DmpC6XDpnV-urZBg
Thailand	['south east asia', 'far east asia', 'east asia', 'asia', 'western asia']	[0.9999743700027466, 2.561449036875274e-05, 9.134114992148668e-11, 1.7186192790077937e-13, 1.0720342431236433e-38]	fElRm_rmHChXnlFtWglF3g
Thailand	['southern europe', 'south east asia', 'north africa', 'west africa', 'east asia']	[1.0, 3.685570457764159e-13, 1.2836834374606265e-21, 2.800353661616913e-25, 6.76049851469881e-26]	XiFi2Bk9TKXXnol2Jf5WmA
Thailand	['south east asia', 'far east asia', 'east asia', 'asia', 'oceania']	[1.0, 1.5377294706672706e-12, 1.2847597220606215e-16, 1.0276532933972968e-17, 2.166720861020766e-25]	bKA7x_1q7rNFBc-QJ0HfYQ
Thailand	['south east asia', 'far east asia', 'asia', 'east asia', 'western asia']	[1.0, 3.5057587800639556e-13, 1.7358000548527673e-14, 1.3070599290398999e-15, 9.171856385744316e-32]	bPfCXYfpuEotwJjzJlejng
Thailand	['south east asia', 'asia', 'east asia', 'far east asia', 'south asia']	[1.0, 1.885778755372769e-10, 2.044024332930293e-14, 8.76956344879749e-16, 4.7741145666744344e-39]	arIjNmXSoxOc3CWCLtQc8Q
Thailand	['south east asia', 'asia', 'east asia', 'far east asia', 'south asia']	[1.0, 1.7320372295692027e-13, 1.4887748424463758e-29, 2.081927044619977e-33, 8.138741480798538e-42]	zk5xthsp5QtUlVTW2Uhdug
Thailand	['south east asia', 'asia', 'east asia', 'far east asia', 'middle east']	[1.0, 1.2939765925423785e-09, 4.616267920313714e-23, 4.716755906346784e-29, 8.76039692263164e-32]	itCivRE9WB-aQi64DtOUoQ
Thailand	['south east asia', 'far east asia', 'asia', 'east asia', 'western asia']	[0.9999992847442627, 7.296897024389182e-07, 1.9504072835963004e-12, 4.857318974121894e-13, 3.2020848641330585e-23]	3DSPhV8rOKoJ8HTQnZqIyQ
Thailand	['asia', 'far east asia', 'south east asia', 'caribbean', 'east asia']	[0.9982702732086182, 0.001664169249124825, 6.437933188863099e-05, 9.313609439232096e-07, 2.79244460443806e-07]	Hsaw4bIvjTmPsYDAAFSQkA
Thailand	['south east asia', 'far east asia', 'asia', 'east asia', 'western asia']	[0.9999998807907104, 1.3741049542659312e-07, 2.387982078744244e-08, 1.060583980122716e-13, 8.24187486667981e-34]	6ne49e9C8WNGHCn5LWOD8w
Thailand	['south east asia', 'asia', 'east asia', 'far east asia', 'south asia']	[0.9999920129776001, 7.960121365613304e-06, 1.2744013032090894e-16, 1.0145055981265342e-20, 2.0404456636488624e-31]	zaS0BLNKUFv_Pz454kpALg
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'south asia']	[1.0, 5.096526092861556e-15, 9.522138038531097e-24, 8.381743359003687e-24, 8.097867441483472e-33]	oLMbwhm_rOevNT6qYWsTsg
Thailand	['south east asia', 'asia', 'east asia', 'far east asia', 'south asia']	[1.0, 2.6265647642964574e-12, 6.485595074228259e-14, 7.712807807324598e-20, 3.232662915889914e-36]	YPCGSkh49jC6D3II7WgnZA
Thailand	['south east asia', 'asia', 'east asia', 'far east asia', 'south asia']	[1.0, 4.276493070743609e-21, 4.263663153929724e-26, 1.4978485679759663e-30, 2.056966015782399e-41]	TTH4cJMqHVV39tEXbGxN3Q
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'south asia']	[1.0, 3.6199236597007306e-23, 5.277790686207582e-26, 1.9917154983157505e-28, 1.053088799989849e-37]	7Ujbg-tpLNIv_V9EN2zznw
Thailand	['caribbean', 'south east asia', 'south asia', 'asia', 'far east asia']	[1.0, 6.952555486555256e-16, 4.972896105334576e-18, 2.1453884844217794e-23, 4.208519544983452e-30]	2esqzv9g31y-7Wgg6GUTvw
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'south asia']	[1.0, 3.901960669103504e-18, 1.120328574880419e-20, 7.997235815156634e-26, 1.673066288495972e-40]	3Ls6Q1eftpDZXuf3AD9KAQ
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'south asia']	[1.0, 5.714249060907728e-13, 1.2546277450534533e-19, 7.142135094930697e-21, 1.224192495689283e-31]	SxrJnBcTbYfNCVdAX7C1Lg
Thailand	['south east asia', 'caribbean', 'east asia', 'asia', 'central america']	[1.0, 1.0419947127360274e-09, 7.73428803640952e-12, 1.924629292743285e-12, 1.4641805563125887e-12]	fdcsT7fNnPNovIvzPW98RQ
Thailand	['south east asia', 'asia', 'east asia', 'far east asia', 'south asia']	[1.0, 8.016843211347291e-19, 4.303810550290036e-27, 2.082809804143246e-32, 1.2774467896201536e-34]	fC4EGd0JmHYSP4WQpNioZw
Thailand	['south east asia', 'far east asia', 'asia', 'east asia', 'south asia']	[1.0, 2.4817614630023854e-10, 5.5162471442009574e-17, 4.102996784022013e-20, 8.515632922101306e-36]	5a86oSWGpRzV9t3jD2ysNg
Thailand	['caribbean', 'central america', 'south east asia', 'asia', 'far east asia']	[1.0, 9.729850834117352e-25, 1.3747412165517502e-27, 5.135494026340697e-39, 5.1353524951958e-40]	4pCyy_zdT2aRxSNE4K5H5Q
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'south asia']	[1.0, 6.321107776849344e-16, 6.423214255398162e-26, 3.521361836225867e-27, 3.299957940932331e-28]	yt5Jqc-A_NiU5SwEmXlxQw
Thailand	['south east asia', 'asia', 'east asia', 'far east asia', 'west africa']	[1.0, 2.979883895193325e-08, 1.6180248933189628e-20, 1.1512675339766312e-26, 4.816133421279425e-31]	1Oxtne3eivP2TX9E0I-W2g
Thailand	['south east asia', 'south america', 'central america', 'caribbean', 'asia']	[0.8736256957054138, 0.1226985901594162, 0.003675781423225999, 4.6969310385502894e-11, 8.55850424709946e-14]	nPtbbF8i-Kb187-Pxwnwhw
Thailand	['south east asia', 'far east asia', 'asia', 'east asia', 'western asia']	[1.0, 4.478677428920719e-09, 1.1907622110562954e-10, 3.87155678542128e-15, 1.2191156375254823e-34]	mJcxyC5-JMxvmfDHASDFLA
Thailand	['south east asia', 'far east asia', 'asia', 'east asia', 'south asia']	[0.9999039173126221, 9.602033242117614e-05, 1.7203120039610553e-09, 3.887721741757666e-12, 7.739311162631999e-39]	BUx-iZuTh7j6Kyd6tP5zHQ
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'south asia']	[1.0, 1.061850667073358e-14, 4.927291053225114e-19, 5.048842322046553e-24, 1.5712812783632362e-33]	ipf6CZya2DvvSc04FljPJw
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'oceania']	[1.0, 3.022561964277351e-17, 4.1428823991835545e-20, 3.329846883076481e-23, 1.7502831072466505e-35]	gnIBbEBIzmDEVr6ENQLmzg
Thailand	['south east asia', 'east africa', 'asia', 'east asia', 'far east asia']	[0.9999996423721313, 3.3683534184092423e-07, 9.012177670797428e-09, 3.4477923294140567e-10, 3.397026312589729e-14]	IqviQ4rguoZtYP1GCwASfQ
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'south asia']	[1.0, 1.390580250774931e-12, 9.259487694264265e-19, 7.521709957273183e-19, 4.9326832363991124e-36]	fUOjbHRF9-lRwcLOFDzdJQ
Thailand	['south east asia', 'far east asia', 'asia', 'east asia', 'south asia']	[1.0, 3.0398278510704936e-23, 1.769224106071666e-23, 2.639606488883896e-24, 2.1489752729499665e-39]	C7m70D_gwth2SN3eJG4Zlg
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'south asia']	[1.0, 1.5521936513884782e-10, 4.4960956293270865e-20, 9.374560666685638e-21, 4.515471265535778e-33]	8qDYb0Wf8xLiMgR5CwYztQ
Thailand	['europe', 'western europe', 'south east asia', 'eastern europe', 'southern europe']	[0.8652240633964539, 0.13477590680122375, 1.1707140519599118e-13, 1.1246628357341332e-13, 3.657279472622571e-15]	flZlJx7HUdh1tmYgbp9k2w
Thailand	['south east asia', 'asia', 'east asia', 'far east asia', 'south asia']	[1.0, 1.7215916192636627e-11, 1.645256034513378e-19, 2.2619597162528494e-21, 4.084447058119008e-34]	xdie3NhefIYgclBUR_vuPw
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'south asia']	[1.0, 2.505163680733874e-15, 3.112433524829043e-18, 1.7417417698555764e-23, 1.2689847692562586e-36]	-GOUm1bjtlzPYmP7YzhrEw
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'western asia']	[0.9999605417251587, 2.874957317544613e-05, 1.0729170753620565e-05, 1.0932156221943323e-11, 4.204608111040978e-33]	XpbumecagpaZb2lGnZBfyw
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'south asia']	[1.0, 1.5971864672850722e-13, 1.448471834738544e-17, 3.1175976844790454e-21, 4.906992686827803e-35]	HZFmbNAQb3jqDQBv-1EnWg
Thailand	['south east asia', 'asia', 'far east asia', 'east asia', 'south asia']	[1.0, 1.5807051034853054e-14, 1.2070753029868877e-18, 1.0134857781353101e-18, 3.699812793943604e-35]	xcXQBzLuTfe4O142ZDgpbA
