Gold	Predictions	Probabilities
far east asia	['Taiwan']	[0.9999995231628418]	bbvFQsolyWeH8KhClMTraw
east asia	['China']	[1.0]	VosLvMdeqs0g6lVZRDWcnw
asia	['China']	[0.9125896692276001]	fExPor1L76K8i5qnZg1GnQ
asia	['China']	[1.0]	5sCPr6k15yNtrEivy3kVZw
far east asia	['Taiwan']	[0.9798822999000549]	3Tn8dVKyP9Ez6Pu72owVyg
far east asia	['Taiwan']	[1.0]	EbXSWQ4J76c3Vg9vxVzYOA
central asia	['Kyrgyzstan']	[0.9999998807907104]	EtK6_46YCKpeOe62vRWCsA
far east asia	['China']	[0.9988000392913818]	egzp_kkwKresa6eQSrrz8w
far east asia	['Taiwan']	[1.0]	m0QTmWygahxbe8eNVCJ_UA
far east asia	['Taiwan']	[1.0]	__f8KV8_RkIJQ9ABsF75kg
east asia	['China']	[1.0]	UhwlYLYrKZaS9u6MwwF4QQ
far east asia	['Taiwan']	[1.0]	D26eJg-iZjnQeixcXeLWUA
far east asia	['Taiwan']	[1.0]	YjUSPi9iuofphAGlDYxsbg
far east asia	['Taiwan']	[1.0]	3L8F3aQfFAoYzP_E4eFSTA
asia	['China']	[1.0]	dXsWX24afgL_XpVEVfkzEg
far east asia	['Taiwan']	[1.0]	AzXiDUapuc_afbxGVYye0Q
far east asia	['Taiwan']	[1.0]	8gDLMfuEuz2EFirjRcS_cQ
far east asia	['Taiwan']	[1.0]	zZv8Yr66Nq9Fz0AFQFnRBA
east asia	['China']	[0.9999338388442993]	6F1i0OKntTFalNbSpy5sDw
far east asia	['Taiwan']	[1.0]	B-KqlGc8JR9aYKqpHZWUQg
asia	['China']	[1.0]	vI6W2QPyk4XDdvKx3zq87A
far east asia	['Taiwan']	[1.0]	5FPkhvfQMz2PdysrzgBdbw
central asia	['Uzbekistan']	[0.9996598958969116]	n2eMX3WFsAV6ugHAW_50zw
asia	['China']	[1.0]	7re5UEVI3S3S-AFwuxwboA
asia	['Singapore']	[1.0]	02fc3PYG5jrFe_OzWxp5bg
far east asia	['Taiwan']	[1.0]	DspXeUcVC8RHDwpNOL23Eg
asia	['Brunei']	[0.5572203993797302]	f6HbYiWRUa9h5sGXHThoyQ
east asia	['China']	[1.0]	_bjLTGMIgBOildwcNk30vg
east asia	['China']	[1.0]	BDGKhMmNqIT0sSO3llVBkQ
far east asia	['Taiwan']	[0.9057921171188354]	VhRGYOYOsH2tk1zgVU713w
far east asia	['Taiwan']	[0.9953043460845947]	6lSNhRtx_pAcn8huMHTudA
north america	['United States']	[1.0]	flQvsXbLW_MyUjsR0I9Hgg
far east asia	['Taiwan']	[1.0]	cK89IG1eTtH_QSg_j-EE2Q
far east asia	['Taiwan']	[1.0]	984UTmb5n4Jpos54ZoM_DQ
far east asia	['Taiwan']	[1.0]	JLFzn2WbXhp5PseoDS236Q
north america	['United States']	[1.0]	zZHTuE8dUiHQ43bgfzeHAQ
east asia	['China']	[1.0]	6i61fnS95pLxlDehDQXx6w
asia	['China']	[1.0]	X3umtrf7_v2as2gLDyb6GA
asia	['Nepal']	[1.0]	xnGTKH7OaYevP06mwrxd3g
far east asia	['Taiwan']	[1.0]	2v5Xqel1aBvFm9mJ3b8E6A
far east asia	['Taiwan']	[1.0]	rEN23nGVhlOIiRldBLkGbw
asia	['China']	[1.0]	g776eNXGn2Dr1nwVe2NO4A
far east asia	['Taiwan']	[1.0]	ByPv5sRu_OfBGHV17b9Wsw
asia	['China']	[1.0]	W8jaqNipBGaqbU2YiPk4oA
east asia	['Taiwan']	[1.0]	-_FtER1FZxE57ppVchog9A
east asia	['China']	[1.0]	dEk7zDvzUBrTu8DaudaQHg
far east asia	['Taiwan']	[1.0]	CoG1Z3r7MfyZXEn8YS8FHw
far east asia	['Taiwan']	[0.9942235350608826]	It34xIStVFd8DPH1mhsRUA
south asia	['India']	[1.0]	vNak0BJk5_0XGiVwravCpw
central asia	['Kazakhstan']	[0.9999997615814209]	VUN3sqNnFvDWwWZh_p9y0g
far east asia	['Taiwan']	[1.0]	ZXDwjD6r7BEBKEF592jgkQ
far east asia	['China']	[1.0]	np5ce1R8nhJze3SlQv6b4Q
east asia	['China']	[1.0]	WdWpaW2gGUko6bvpHRrXiQ
far east asia	['Taiwan']	[1.0]	5_UHK4WhUfg6W20ngPC_Tg
asia	['China']	[1.0]	HaOf-L0uIzW_dq5JlndppA
far east asia	['Taiwan']	[1.0]	48V9wbFFP336jUrnJzVOaw
asia	['China']	[1.0]	24oPy4-WM14fnf0_z3LVgA
europe	['Liechtenstein']	[0.9999994039535522]	VLStp0T1UwpXw8tdbnGyVA
europe	['Liechtenstein']	[1.0]	AyDcLsBxNL25UEGGsyv6Pf
western europe	['Liechtenstein']	[1.0]	-ZwBy0tyPLiYKnlB_DAkjA
europe	['France']	[1.0]	CMWpmCIg9bZGy9bXOnV8dg
central asia	['Kyrgyzstan']	[0.9953975081443787]	fIeIFSyYifu8ndbel1GZWg
europe	['Liechtenstein']	[0.9999998807907104]	rrmOcQOaEinwpJw_TB1Lwg
europe	['Switzerland']	[1.0]	gIzecnFLaKzuUsfs-WWS7g
europe	['Liechtenstein']	[1.0]	5besCi9rGoE8AvhLLNoj9A
central asia	['Kazakhstan']	[0.9633417129516602]	vvsR9oCZ7AX5YdcH2bJZdg
northern europe	['Norway']	[1.0]	2GBMCe4lxTZTnBI0HCQspw
northern europe	['Estonia']	[0.9839931130409241]	l-TIO8rT7_i2ZH9ZkzzCnn
western europe	['France']	[0.9434166550636292]	bLJGOs8W2dM8AEmOTxLswA
balkan	['Slovakia']	[1.0]	sIx2nV2ALKVFVvLGsaEL2u
northern europe	['Norway']	[0.9999996423721313]	r1YiscwaO5dD_Ad4yIs1EI
europe	['Andorra']	[1.0]	cmujBI-3PbeOcXvXbGBdU0
balkan	['Montenegro']	[1.0]	wmjDf7hLMHqpGBP7SpiVyx
western europe	['Austria']	[1.0]	4vS0Pl7klrLcvieWVsVx8A
north america	['Canada']	[1.0]	5r4i-hj3za0_yfDe3HG7-w
europe	['Austria']	[0.9999992847442627]	msNTI0cRCs8v79tyQp9a7A
europe	['Liechtenstein']	[1.0]	iv7OD57gq_B6sUS5ZrJhDg
balkan	['Slovenia']	[1.0]	6vbux6hetKiDAAd8B-Hnsl
southern europe	['North Macedonia']	[1.0]	5R90V46gBGP6pJLuWRIXZg
europe	['Switzerland']	[1.0]	fqwH60J3G_srnVx8GK9FDg
europe	['Liechtenstein']	[0.7782071828842163]	aBT0cbx1sBNx88cV-cbgqw
balkan	['Slovakia']	[0.5932263731956482]	HTApsALZvnYqg9_UMMgrb2
europe	['Switzerland']	[1.0]	AhEThT53Kebqw7q2WKw42A
europe	['Switzerland']	[1.0]	XhMUlPFfwJLPKBMUPEjGgg
western europe	['Liechtenstein']	[0.9999908208847046]	rBA_MEiCfEgQnScAy1KFow
northern europe	['Sweden']	[0.9995156526565552]	rKYnC66N0D0S1qIaPlUWX8
europe	['Austria']	[1.0]	hGwl48jwpjaYQXoSDkeWFg
northern europe	['Norway']	[1.0]	a-yE2T3AA2rhur3Itbjfwg
balkan	['Slovakia']	[0.9999414682388306]	46YRIm8oLXtu9tVCSUt6BP
europe	['Liechtenstein']	[1.0]	_PZekD6faYSFBqGQTfTSTL
europe	['Liechtenstein']	[1.0]	4GOwZQFnOl249qpwVJcWmQ
northern europe	['Norway']	[0.9999985694885254]	faRQp4XfXrrHuAcob3tPdX
europe	['Austria']	[0.9999997615814209]	9jIqMUYDn62BxM6Y-eH1mQ
europe	['Liechtenstein']	[1.0]	euWqm4ZORHoKsawphF6RRQ
northern europe	['Norway']	[0.9999978542327881]	YmdUpbYZHgQdvmuhveqLMN
asia	['Taiwan']	[0.9977341890335083]	5B5ZlGlQLiYNkPBBOFI-Gg
europe	['Switzerland']	[1.0]	ag3T09WA9dyN0BPXj8ZH-g
europe	['Austria']	[0.9973605275154114]	ZzsDDYqDPZqSy1DZJPIN4g
western europe	['Austria']	[1.0]	YGRJyn9S680GM3Yrxbfc3g
northern europe	['Norway']	[1.0]	6ZdDq6tX2CyTlq-YwCNuTP
europe	['Switzerland']	[1.0]	3EeS8jLaYFsWALZsPzNcpg
europe	['Liechtenstein']	[0.999842643737793]	lDwGDsrfiVkV_DiIE0KBHA
balkan	['Slovakia']	[0.9714312553405762]	1amjW2zzCT8-a4D0o5fY4R
balkan	['Slovakia']	[0.9695159792900085]	V3EZWp7joob92vhvhrzZrg
western europe	['Luxembourg']	[1.0]	BHLKTsiiPKo22gSPVbGDJA
balkan	['Montenegro']	[0.997432291507721]	deA5Lfy9ADgaZS0NagLdFJ
europe	['Switzerland']	[0.9999998807907104]	wvtyZNqruVWxUTgn3Yi9Vg
northern europe	['Sweden']	[0.8905770778656006]	4puqcaUgjcI6hOcHGv7i6-
northern europe	['Norway']	[1.0]	25udesaGxGC_GqP4PGg7ta
europe	['Liechtenstein']	[1.0]	3PEMfck9EF8m5ucK6zhU5g
europe	['Andorra']	[1.0]	hUIIuruKPxPCycVP2h-i2F
europe	['Austria']	[0.9469000101089478]	kOiHRfGocbVK9OBqqAVFjQ
europe	['Switzerland']	[0.9999990463256836]	C_9LeqT4fHgNhgEbL78QhA
europe	['Andorra']	[1.0]	TVdjfbmo7G8IUppFNc7i9z
northern europe	['Estonia']	[0.9746283888816833]	hW9Z5LeSjNVmFjOifiQm8g
europe	['Switzerland']	[1.0]	EPxyGaze1i9d9JRefv_a0Q
europe	['Switzerland']	[0.9748682975769043]	5VulD20OxGQGA3t3MlEbMw
europe	['Italy']	[1.0]	ePzoIADH5B9NT-evebWArw
balkan	['Slovenia']	[0.9986513257026672]	cAG-X5qMTotPj3cEstWbwA
europe	['Liechtenstein']	[0.9995602965354919]	CdgfbU1wzihwpGqq3e1sRA
europe	['Austria']	[0.9993792772293091]	Y5tbK4PFwak0fPQGcO2Vdg
europe	['Austria']	[0.9999994039535522]	5N8M3rslb9HyzQPDfItP5w
balkan	['Bulgaria']	[1.0]	4_F63FF_rDFPl8DWvOC3iA
balkan	['Slovakia']	[0.5644583702087402]	sbthFRQeCVXYIfdkgm70HR
northern europe	['Norway']	[1.0]	ljaPzATLdiXhQgM6oF0HQ4
europe	['Switzerland']	[1.0]	ddcFbUhM0C29WsbzCol9EA
central asia	['Kazakhstan']	[0.9999996423721313]	XemYy23TUnUkwmdgZWbfkA
western europe	['Switzerland']	[1.0]	iBYeFqBSCN-Fo1Acn81e8w
europe	['Liechtenstein']	[1.0]	64nzY0BfsrAq46VIpKa_-Q
europe	['Italy']	[0.999504804611206]	EsbxCJd7csp8xG8jf35y5A
western europe	['Belgium']	[0.9520065784454346]	8LAUVaXhfYDIWXP4TNAFLw
europe	['Liechtenstein']	[0.9999998807907104]	Zf82CHHpowXo-BO4zKxuTQ
europe	['Switzerland']	[1.0]	jQnqaEMVjxMcVfnO02fTpw
western europe	['Austria']	[0.9998657703399658]	8KUUSptN5Ik3ItXHBz9uvw
europe	['Italy']	[0.9999998807907104]	2jNJ_-N_KqZoN4BabQQevQ
western europe	['Switzerland']	[1.0]	-NQPMuOW0ofWY2pag6fsXg
europe	['Austria']	[0.9999988079071045]	nqEmM8Qp6RToqU1Os3Y5AA
western europe	['Switzerland']	[1.0]	1cAUWJJXmjP7ZmIwXnesBg
balkan	['Montenegro']	[0.9999305009841919]	8FQHwyv1N2ocDi55aGHmq-
western europe	['Switzerland']	[1.0]	yy3iMXXC-_oPPHZdiwzOIw
europe	['Austria']	[0.9750492572784424]	V_GTbSU8Q2jDm9fBc3DgwA
europe	['Switzerland']	[1.0]	zVyr49mv2CL42snoa6-L5g
europe	['Switzerland']	[1.0]	ByqEpUpsedjJH6er4xwhOQ
europe	['Liechtenstein']	[0.9686445593833923]	qqp9pKSaq_aELqyi7jsYVA
europe	['Monaco']	[0.9999998807907104]	DIvnJcrN-Yh5xJleNOQ2FA
southern europe	['Italy']	[1.0]	ki0Wsqw6MnHtFkuJYTSiFA
europe	['Liechtenstein']	[1.0]	EdvJoFR2Xfvg22IPerbzFJ
western europe	['Austria']	[0.9999997615814209]	Zk-pjNdk7cEmDjfp_byoLw
western europe	['Austria']	[0.9989424347877502]	3Carsuuq_8_UJTxSigKPzQ
western europe	['Switzerland']	[1.0]	iF6v9WGLlLlNGNYRVwX5Mw
northern europe	['Norway']	[1.0]	stP3l_f2gx-vQba8QblKYg
northern europe	['Norway']	[1.0]	o74cprS6D3TmmNeO1AkYcg
central asia	['Kyrgyzstan']	[0.8467005491256714]	9JNjL3nU3KVo5fWGv-ljaQ
europe	['Andorra']	[1.0]	7lrqcAebEo7K-2XYIgJKMU
western europe	['Liechtenstein']	[1.0]	_wVI4o2eUZ_HfmyzNAxrKA
western europe	['Austria']	[1.0]	5_2RAduqyiKEdx-_D1d0ly
europe	['Liechtenstein']	[1.0]	4G7_nC-jGH6ShG6SsgdIxw
northern europe	['Denmark']	[1.0]	ykYr3oP7GPR5btUSOudD9w
baltic	['Estonia']	[1.0]	wZoep0vh2TlZJ1XmQ0FnhA
baltic	['Denmark']	[0.9999988079071045]	7aYQhomtLoqCqai9Jyej9Q
northern europe	['Denmark']	[1.0]	IOukQVoWDUU6v9xI-Pb1TA
northern europe	['Denmark']	[1.0]	4wT3QlzJmz7yIhABaHQ4iQ
western europe	['Belgium']	[0.9999520778656006]	_9kqU_HNzt8mu0Q4yFMioA
baltic	['Denmark']	[1.0]	ZAprzMovpgjg1PfXP6pfcA
northern europe	['Denmark']	[1.0]	IOyvb0ksKh1KKaGvbaBaOA
baltic	['Sweden']	[0.9997251629829407]	ho8BWlvRIYvkdg0dUbWRdA
northern europe	['Denmark']	[1.0]	JJM7MMZ6bdZ-m1gypXjdig
western europe	['Belgium']	[1.0]	B7FY1ss6EJ9xCENA3516WQ
baltic	['Denmark']	[0.9998494386672974]	aZeoj-1RNU2gBpUOwaQxtA
western europe	['Netherlands']	[0.7524733543395996]	DvK5mbXrGWo8v9zWoZ68_w
western europe	['France']	[0.8278716206550598]	D4hr5oZLrkR5YFyrBiiQ0g
baltic	['Denmark']	[1.0]	5WKgExeil5KHYae_8sanoQ
northern europe	['Denmark']	[1.0]	YZ80k3VHrfZDspQd7qX8Tg
western europe	['Belgium']	[1.0]	VHYvE_u3zMT16ZUHuPDJMQ
northern europe	['Denmark']	[1.0]	cvF3gbb8cbDIPUsZohHopg
europe	['Estonia']	[0.9999165534973145]	YpPSV8BxuUWdqfeg8pU3Pg
northern europe	['Denmark']	[1.0]	g4jPHbhvoFcPJlCHqGxLiA
baltic	['Denmark']	[0.9003437161445618]	gtpkC6f5yonEh9_Qy5oIMg
northern europe	['Sweden']	[0.9999998807907104]	5aOFtQ6LXOVXP_hyyzErtQ
northern europe	['Denmark']	[1.0]	fCYx-ASztvHRSTZ5Ypd1Eg
northern europe	['Sweden']	[0.9999567270278931]	CGSRhck7b_WzZTjL5Mw92g
western europe	['Denmark']	[1.0]	zghff2fA5dQ9RT50RQOR7A
baltic	['Denmark']	[1.0]	6OitH1t3MdxkhIk_F8w-HQ
baltic	['Denmark']	[1.0]	18kroHvi2u6E9_7Mpfswug
northern europe	['Estonia']	[0.7841135859489441]	y5iYBjhu851eGFiJuNrlcA
baltic	['Denmark']	[1.0]	iqkMUnLsJVSRm77WqeehVg
northern europe	['Sweden']	[0.9999867677688599]	kgwFfDCki3bC99T-RspeKw
northern europe	['Denmark']	[1.0]	xls5WEDOafGPNlZucuHFeg
baltic	['Denmark']	[1.0]	r2HWhp2tXWgX_G2lcTRCtg
northern europe	['Denmark']	[1.0]	VQSSmarjZevP8ePpv-tClg
northern europe	['Sweden']	[1.0]	aCs662ZxTvOMUNcbZ9ABJQ
baltic	['Denmark']	[1.0]	vLAiOPHwrEnJWeKJrKX_bQ
northern europe	['Denmark']	[1.0]	3qN662cwzvSLPH2Il1pmNg
baltic	['Denmark']	[1.0]	dY-J3Chlgt74j6ilgyV77Q
northern europe	['Denmark']	[1.0]	E6t08LrCdYTcUXs-kZ3vgA
northern europe	['Denmark']	[1.0]	Y4TJa-FXaeeAkyscbt2iqA
baltic	['Denmark']	[1.0]	jMFacYluhY3SY9_KSZu7Dw
northern europe	['Denmark']	[1.0]	VZVVsqzriGmCVpR7475WfA
northern europe	['Denmark']	[0.5529093742370605]	dvUBiNZj9OKle6W66jxNsg
northern europe	['Denmark']	[1.0]	o15XXceHvVw5VM858MJK-w
northern europe	['Denmark']	[1.0]	a9Nkm_dm4iBs3p6Rk6BWhQ
northern europe	['Denmark']	[1.0]	aI3KiJozxm-ptUkNtWI2dA
europe	['Denmark']	[1.0]	Eup7YLqmnIpKoTXZaRjh7Q
northern europe	['Denmark']	[1.0]	l-sZ46mEjDIuW-3slM81vw
northern europe	['Denmark']	[1.0]	zZNDNcnJTFoU-ztfkkc7Xg
northern europe	['Denmark']	[1.0]	Ce-FozzVa_1tO5mevcv2-g
northern europe	['Denmark']	[1.0]	Tn8xtgSMUWBQFyp7SZYh6w
baltic	['Sweden']	[0.9988904595375061]	UoiHLncy0vBTkaMrg9W3LQ
northern europe	['Denmark']	[1.0]	bnKeCKiMnyvaDHwJbtR-DQ
northern europe	['Denmark']	[1.0]	x-qG3X0zs2vtB5vpKkro5A
northern europe	['Denmark']	[1.0]	mu18ylpSyKORK5am6j0o-A
baltic	['Denmark']	[1.0]	c0rih6ewUH7_IfSr7anFRA
northern europe	['Denmark']	[1.0]	rVNI2I7ZSqXNfSU7lbMpYg
baltic	['Denmark']	[1.0]	8sGHCNLkB1Kk8_6EJNWnUQ
northern europe	['Denmark']	[1.0]	mbtznsU8GcpJMWvLwkQtwg
baltic	['Denmark']	[0.999775230884552]	5z423RfbYS1RKTYFSNwmpg
greenland	['Greenland']	[1.0]	ylC-IH2WabevAj4F724u1Q
northern europe	['Sweden']	[0.9397096633911133]	3lFei_9icDfHuC7NKMMkWA
baltic	['Denmark']	[1.0]	sIMeWUG_NBOdLuuQrlV9EA
northern europe	['Denmark']	[1.0]	x44UdnwfnZR_ntsFrm4S2A
western europe	['Netherlands']	[0.9999697208404541]	7XhQ0aXjF4k95KuxowWFVA
western europe	['Belgium']	[0.9999997615814209]	IY4bn_-oJ9vvI6ylmqu-lg
western europe	['Belgium']	[1.0]	Wz9rxDLhnZljdDKfxJjB9g
northern europe	['Sweden']	[1.0]	wCxrj0rYzUa6r4wml0Nrbg
northern europe	['Sweden']	[1.0]	3PCM97P9Rx2jEOzcFDEVIg
baltic	['Denmark']	[1.0]	vtgDf2HKOHGf8xQrpRAhzg
northern europe	['Denmark']	[1.0]	TQYFIkIteClgzWCy0Qud1Q
northern europe	['Denmark']	[1.0]	mst4X3F3Vpfc1SsrSIw50w
baltic	['Poland']	[0.6315339803695679]	7r5pPC3-PfWtUwt4VJViow
northern europe	['Denmark']	[1.0]	gykBovcagnuFnmIQQN2YZg
eastern europe	['Moldova']	[0.9999992847442627]	5xD6NdU52yDMCcNakA1gZg
northern europe	['Denmark']	[0.8209275603294373]	h2ODBUyKXhqDObiWbr0qSw
northern europe	['Denmark']	[1.0]	m8b7fkvqN-WPMi4D_hfeOw
western europe	['Belgium']	[1.0]	qvwnjU_ix2UylO9_d2xEeA
northern europe	['Denmark']	[1.0]	b7PJ1D172CAtuCEJ9Uo4Qw
northern europe	['Denmark']	[0.9999607801437378]	xJnM20edcHa-0xWjvQ6wMA
western europe	['Belgium']	[1.0]	0dmtdb3ai9Q71hUo0doMJw
northern europe	['Denmark']	[1.0]	Cg-dPZDVptY2havX02Wo_g
northern europe	['Denmark']	[0.9999969005584717]	c3siEo9IpgyHly4_bi1-bw
baltic	['Denmark']	[1.0]	-eSOytzm9x7w-MTTOYcEFQ
baltic	['Denmark']	[0.9969370365142822]	lKYKxzQKlu3yrKd9Xjl1cw
europe	['Slovenia']	[0.9749400019645691]	aDQMHn1A40xSdwDjZNmMFw
baltic	['Denmark']	[0.8761153221130371]	axcLbw0yZu-WPLuiZsOXZg
northern europe	['Denmark']	[1.0]	dvzSll8UbFTlCuBJM3_2ww
northern europe	['Denmark']	[1.0]	fVabcePScbkjN-F8Tqrnng
northern europe	['Denmark']	[0.9999997615814209]	AesHJCxYl37EE8taFplF5g
northern europe	['Denmark']	[1.0]	f-9RyuDGIV6nuqiLgqW9Dg
western europe	['Netherlands']	[0.9998868703842163]	wweYXNfTa7YZe58snvffMg
northern europe	['Denmark']	[1.0]	r5jO5uKl2fRrhFqvEshpVQ
northern europe	['Denmark']	[1.0]	0ZsHgNSuVaRBlTqVBt9GZw
northern europe	['Denmark']	[1.0]	g3UfIyh4FPWZfZhsAMpmmg
baltic	['Denmark']	[1.0]	kcmjp3RiZy4ElhjVInzFaA
northern europe	['Denmark']	[1.0]	8HGpflPRl9fo_fryN_wACg
northern europe	['Denmark']	[0.8602976202964783]	vQnc09MXKDLBxvOO5IhrOA
northern europe	['Sweden']	[0.9996638298034668]	WfArS1-iT1rprxprV_lmOQ
northern europe	['Denmark']	[1.0]	aKkqZ8f6Yg7O2NLV0jCIvg
western europe	['Denmark']	[0.9982269406318665]	VZFUCU_qaq7dYWWJ6WFYsg
south east asia	['Philippines']	[0.9999998807907104]	IOb6P4DmpC6XDpnV-urZBg
south east asia	['Thailand']	[1.0]	fElRm_rmHChXnlFtWglF3g
southern europe	['Portugal']	[0.9999889135360718]	XiFi2Bk9TKXXnol2Jf5WmA
south east asia	['Thailand']	[1.0]	bKA7x_1q7rNFBc-QJ0HfYQ
south east asia	['Thailand']	[1.0]	bPfCXYfpuEotwJjzJlejng
south east asia	['Thailand']	[1.0]	arIjNmXSoxOc3CWCLtQc8Q
south east asia	['Laos']	[0.9992833733558655]	zk5xthsp5QtUlVTW2Uhdug
south east asia	['Thailand']	[1.0]	itCivRE9WB-aQi64DtOUoQ
south east asia	['Thailand']	[1.0]	3DSPhV8rOKoJ8HTQnZqIyQ
asia	['Taiwan']	[0.9999992847442627]	Hsaw4bIvjTmPsYDAAFSQkA
south east asia	['Thailand']	[1.0]	6ne49e9C8WNGHCn5LWOD8w
south east asia	['Vietnam']	[0.9990957975387573]	zaS0BLNKUFv_Pz454kpALg
south east asia	['Thailand']	[1.0]	oLMbwhm_rOevNT6qYWsTsg
south east asia	['Thailand']	[1.0]	YPCGSkh49jC6D3II7WgnZA
south east asia	['Thailand']	[0.9485654234886169]	TTH4cJMqHVV39tEXbGxN3Q
south east asia	['Thailand']	[0.9905828237533569]	7Ujbg-tpLNIv_V9EN2zznw
caribbean	['Trinidad and Tobago']	[1.0]	2esqzv9g31y-7Wgg6GUTvw
south east asia	['Thailand']	[1.0]	3Ls6Q1eftpDZXuf3AD9KAQ
south east asia	['Cambodia']	[0.9999337196350098]	SxrJnBcTbYfNCVdAX7C1Lg
south east asia	['Laos']	[0.9999998807907104]	fdcsT7fNnPNovIvzPW98RQ
south east asia	['Thailand']	[1.0]	fC4EGd0JmHYSP4WQpNioZw
south east asia	['Thailand']	[1.0]	5a86oSWGpRzV9t3jD2ysNg
caribbean	['Trinidad and Tobago']	[0.9999994039535522]	4pCyy_zdT2aRxSNE4K5H5Q
south east asia	['Laos']	[1.0]	yt5Jqc-A_NiU5SwEmXlxQw
south east asia	['Laos']	[0.9923771619796753]	1Oxtne3eivP2TX9E0I-W2g
south east asia	['Laos']	[0.999858021736145]	nPtbbF8i-Kb187-Pxwnwhw
south east asia	['Thailand']	[1.0]	mJcxyC5-JMxvmfDHASDFLA
south east asia	['Thailand']	[1.0]	BUx-iZuTh7j6Kyd6tP5zHQ
south east asia	['Thailand']	[0.9997556805610657]	ipf6CZya2DvvSc04FljPJw
south east asia	['Cambodia']	[0.7731682062149048]	gnIBbEBIzmDEVr6ENQLmzg
south east asia	['Philippines']	[1.0]	IqviQ4rguoZtYP1GCwASfQ
south east asia	['Thailand']	[1.0]	fUOjbHRF9-lRwcLOFDzdJQ
south east asia	['Thailand']	[1.0]	C7m70D_gwth2SN3eJG4Zlg
south east asia	['Thailand']	[0.9999986886978149]	8qDYb0Wf8xLiMgR5CwYztQ
europe	['France']	[1.0]	flZlJx7HUdh1tmYgbp9k2w
south east asia	['Thailand']	[1.0]	xdie3NhefIYgclBUR_vuPw
south east asia	['Cambodia']	[1.0]	-GOUm1bjtlzPYmP7YzhrEw
south east asia	['Thailand']	[1.0]	XpbumecagpaZb2lGnZBfyw
south east asia	['Thailand']	[1.0]	HZFmbNAQb3jqDQBv-1EnWg
south east asia	['Thailand']	[0.9999237060546875]	xcXQBzLuTfe4O142ZDgpbA
south east asia	['Thailand']	[1.0]	5Gzgy3fQuYmcDGYqh5k_Fw
south east asia	['Thailand']	[0.9996883869171143]	2Rh5IsaBnbyF4i-SLVvRqw
south east asia	['Cambodia']	[1.0]	bhjYw8NZgmUsL577hSAE3A
south east asia	['Cambodia']	[0.9999995231628418]	HOKXK2ISjoS3rnwLWQlhnw
south east asia	['Thailand']	[0.9999918937683105]	ktT4mHXX16SgZrXv9gu1LA
south east asia	['Thailand']	[1.0]	_85QH2I-m-GNTpoNn9oDlw
south east asia	['Thailand']	[1.0]	hq6Y96OG1HVVOPO3hcXYTg
south east asia	['Thailand']	[1.0]	etkJ6nIjVx_H4IuBSd3_3w
south east asia	['Thailand']	[1.0]	ivEdvGq_1akQBOI6j3vaOw
south east asia	['Thailand']	[0.6936120390892029]	VwO6lzO0asl_j8bTbmCpyw
south east asia	['Thailand']	[1.0]	ESb1k6fov0cTJTxscrrZtA
south east asia	['Cambodia']	[0.9708203077316284]	WX2acrTuE9gOdkmrgX_oPQ
south east asia	['Thailand']	[1.0]	HGCgKnOZmFYHJsbeHA3RgQ
south east asia	['Thailand']	[1.0]	i-pgQqzTi-O8u7aVqFlPvw
south east asia	['Thailand']	[0.9987159967422485]	DZl6037wJJkPPJn9L732Iw
south east asia	['Thailand']	[1.0]	l-4OFGk4HjxYLFsudQu-MQ
south east asia	['Thailand']	[0.9999990463256836]	XbI0JCfaYGzHfukrX-6P5g
south east asia	['Thailand']	[0.9999971389770508]	VpJfo6DAaIhcvDVGW5BpeA
south east asia	['Indonesia']	[1.0]	sA7DaxTYwqYA9WVmVHPqxw
south east asia	['Thailand']	[0.9691276550292969]	45K2XmmJT809IrBvQkwdVg
south east asia	['Thailand']	[1.0]	rTzfcVUjETZTaX6L5wbK8A
south east asia	['Thailand']	[1.0]	ebVOcFAhrfNDwFPkuI43OQ
south east asia	['Thailand']	[1.0]	IZZDc-ZINQxw7oZJo_nrpQ
south east asia	['Philippines']	[0.9999986886978149]	-4agDszGKlaHGJ7tXrJixg
south east asia	['Indonesia']	[0.9998950958251953]	r-BailOw_47sMTDVBlD7wA
south east asia	['Thailand']	[1.0]	28i7gT5NMVRBeKESUlLjig
central america	['Panama']	[0.9999953508377075]	w1xLFaY_JJdJNvBdn8mgng
south east asia	['Thailand']	[0.9995410442352295]	E829UDJHflw9VmsjSHLRKg
south east asia	['Thailand']	[1.0]	cjfJKnUj-ScdmN3C9c-bVA
south east asia	['Thailand']	[1.0]	_wVBCs2_HfZncA5PEiaWSQ
south east asia	['Cambodia']	[0.9999995231628418]	BeoEp_3veZCUKSmyJCa-Tw
south east asia	['Thailand']	[0.9999995231628418]	8zuoXYd4VFVBVTOenqT7Jg
south east asia	['Thailand']	[0.9999942779541016]	8kHVoAP5y3Mimk_aLSBdFw
south east asia	['Thailand']	[1.0]	U4L4J7LS-F8vyUpJhijhBQ
south east asia	['Thailand']	[0.9574502110481262]	j-tzsi6UOYs23yb9qUKdKg
south east asia	['Laos']	[0.9271965622901917]	eAotofj1mbMIJDdhnXsVPw
south east asia	['Thailand']	[1.0]	Th0pLO-VScU2p4ksTtaU2w
south east asia	['Laos']	[0.9999977350234985]	vHOQVk5lb9IGK7Vg07i2qw
south east asia	['Laos']	[0.7516534924507141]	mM8mxUUr8mzStEcZeJjWrQ
