Gold	Predictions	Probabilities
Portland	['Helena', 'Prescott', 'Bend', 'Cottonwood', 'Redding']	[0.9999986886978149, 1.3162658660803572e-06, 1.473182686950736e-11, 1.8668358959389453e-12, 4.251562764734753e-16]	537S29Th0hVV-FZ93h-XIg
Portland	['Bellingham', 'Washington', 'Portland', 'Beaverton', 'Hillsboro']	[0.9999970197677612, 2.9315090159798274e-06, 1.8917101218818289e-10, 2.6705436026084294e-14, 9.777124280270413e-15]	oQTERxirDnQYwQUprkIdiQ
Portland	['Hillsboro', 'Portland', 'Beaverton', 'Washington', 'Bellingham']	[0.9994444251060486, 0.0003604791418183595, 0.00018887242185883224, 6.2114777392707765e-06, 5.316952995396772e-21]	2kMC1b1-A03oT1MWYSif_A
Portland	['Washington', 'Bellingham', 'Beaverton', 'Portland', 'Hillsboro']	[1.0, 2.5641295753331406e-09, 3.795813316442853e-11, 1.8908624666025275e-12, 2.7398030133692075e-13]	AEVely6uGP8U4TVWxMoh9Q
Portland	['Hillsboro', 'Beaverton', 'Washington', 'Portland', 'Hayward']	[1.0, 2.139608074047672e-10, 1.2465460521443594e-12, 1.5919848718373014e-14, 1.539482169876454e-15]	xBBVS-UoD-MHtKmZQOYkhQ
Portland	['Washington', 'Seattle', 'Bellingham', 'Portland', 'Beaverton']	[0.9999997615814209, 2.0322211469192553e-07, 1.6070849540028576e-08, 4.476017877196904e-14, 1.4679373130616382e-21]	1Oc2LjLZFAp9br8eC8aWxw
Portland	['Washington', 'Portland', 'Hillsboro', 'Beaverton', 'Seattle']	[0.9999972581863403, 2.6654256544134114e-06, 3.5925516783663625e-08, 2.246385744086865e-09, 7.884346454804313e-19]	AqfGsq38zjq4V8mryEeqyA
Portland	['Portland', 'Hillsboro', 'Beaverton', 'Washington', 'Bellingham']	[1.0, 2.8320896738875945e-09, 2.5339119366120377e-14, 8.688874560846454e-17, 2.7165700308378782e-31]	IQit5LejHhvB6GlNcDAYgw
Portland	['Hayward', 'Rancho Cordova', 'Bellingham', 'Daly City', 'Portland']	[0.9999998807907104, 9.546654666792165e-08, 2.347884553444146e-09, 1.0567002134420633e-11, 2.2882203740853292e-14]	4HV8XnfjaufroOs2VgfXiA
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Portland', 'Bellingham']	[0.9998908042907715, 0.00010866781667573377, 5.176240165383206e-07, 9.101219411660306e-25, 5.729661897094409e-30]	ILr57B431ywkGgx-jafupQ
Portland	['Washington', 'Portland', 'Hillsboro', 'Seattle', 'Bellingham']	[0.9999984502792358, 1.527966787762125e-06, 2.3808062726143886e-12, 8.868020758641317e-15, 2.6659324730340962e-17]	6X9AEA0pfiyo_M9ns0XT3A
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Bellingham', 'Seattle']	[0.6631185412406921, 0.3350997269153595, 0.0017816692125052214, 6.010386632837594e-11, 1.4728283425757133e-13]	lLvrm5B4SQCvPUBPmZ8Znw
Portland	['Washington', 'Hillsboro', 'Portland', 'Beaverton', 'Bellingham']	[0.8897655606269836, 0.11023446172475815, 3.402915726979927e-09, 5.105436629015969e-10, 3.1684457473337996e-15]	eaTuxdvhlYG1WMRoMrXWCg
Portland	['Washington', 'Hillsboro', 'Beaverton', 'Seattle', 'Portland']	[1.0, 2.113411442378199e-13, 4.212036925163197e-15, 8.494853061599486e-17, 3.9447039864862625e-18]	hMIzlLRwE7p53t6fSal0Ig
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Bellingham', 'Portland']	[0.9930784106254578, 0.0066566853784024715, 0.00026485827402211726, 9.534467934479701e-24, 1.5283739000699839e-27]	g0FZOeCpjK50DkTLk4N15g
Portland	['Washington', 'Hillsboro', 'Beaverton', 'Bellingham', 'Portland']	[0.9999996423721313, 4.072506385455199e-07, 1.201310301235381e-10, 2.4988087228734746e-13, 1.3401030019496453e-16]	haQNbOXUB0ofHZQ3t2PYfg
Portland	['Beaverton', 'Charter Township of Clinton', 'Hillsboro', 'Danbury', 'Hayward']	[0.9836797118186951, 0.016319528222084045, 8.278270229311602e-07, 1.5730181601725235e-09, 1.603510102476946e-10]	2EqFvhim40yql5ydovCU4A
Portland	['Portland', 'Washington', 'Sacramento', 'Hillsboro', 'Rancho Cordova']	[0.9998346567153931, 0.00016255899390671402, 2.7091914489574265e-06, 2.282156463806473e-09, 4.869759702772055e-15]	ArsyzQLK--m9QCAxpjrhPg
Portland	['Portland', 'Hillsboro', 'Beaverton', 'Washington', 'Sacramento']	[1.0, 2.3942006710520047e-10, 4.7988444950653256e-14, 3.800264835698944e-24, 2.0800491009177745e-37]	3RoTBdU_7-nwTLOh_MHIhQ
Portland	['Portland', 'Beaverton', 'Hillsboro', 'Washington', 'Rancho Cordova']	[0.9926624298095703, 0.007337597664445639, 9.900157509924994e-15, 8.943073532374716e-19, 2.5697405914046896e-27]	wN8RRj2-9V3mbGQCCwyAGw
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Portland', 'Bellingham']	[0.9999998807907104, 6.017142339942438e-08, 2.598905791094397e-13, 2.962680001089313e-29, 2.6560426332256703e-37]	6BukWiAZhz4iCJJ2hx4E6w
Portland	['Portland', 'Washington', 'Hillsboro', 'St. Johns', 'Seattle']	[1.0, 3.424386818551284e-08, 2.76010970165601e-22, 3.403566953409288e-28, 1.1674554976053191e-31]	Yk8ZbEumllA3D4cuEFBkwQ
Portland	['Beaverton', 'Hillsboro', 'Portland', 'Washington', 'Bellingham']	[0.9999990463256836, 9.742633437781478e-07, 7.403336624300927e-12, 1.3280876278346063e-15, 2.1307215696833392e-16]	cYuJl20_f_TOief6V4K-Xw
Portland	['Charter Township of Clinton', 'Prior Lake', 'Beaverton', 'Bloomington', 'Dearborn']	[1.0, 1.7388751232644793e-14, 5.138570373143536e-17, 1.608915728381936e-20, 4.802331276381652e-26]	f3etuj4vyOLHzbd007TAOg
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Portland', 'Bellingham']	[1.0, 9.097319564332906e-10, 1.863094199045217e-14, 1.0247467585089945e-28, 1.7950989277734843e-30]	7b9Kbtby2oeNWMgn-zxrsw
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Portland', 'Bellingham']	[0.9999997615814209, 2.399223149041063e-07, 3.399971547791286e-13, 3.134591110981466e-13, 4.238878546813248e-35]	AM7C_Q0nkvGlgNB3WkIY_g
Portland	['Washington', 'Hillsboro', 'Portland', 'Beaverton', 'Seattle']	[0.999991774559021, 4.7655498747189995e-06, 3.4870831768785138e-06, 1.069894658978221e-10, 4.7348417607496655e-26]	4uNpwCawHcAyZK3uuTKw1w
Portland	['Beaverton', 'Hillsboro', 'Hayward', 'Charter Township of Clinton', 'Rancho Cordova']	[0.9091024994850159, 0.09086894989013672, 2.851765020750463e-05, 6.603400048987851e-10, 3.220935616745496e-14]	Zu0mCyYb0UvudyXY8u5YsA
Portland	['Hillsboro', 'Beaverton', 'Washington', 'Portland', 'Hayward']	[0.9731858372688293, 0.026814177632331848, 2.086489476090495e-18, 1.4589022989986638e-24, 1.9548768640443704e-27]	lA7HBH-67cJra1PJjZGDAQ
Portland	['Portland', 'Washington', 'Seattle', 'Bellingham', 'St. Johns']	[1.0, 8.377519233881969e-10, 3.199409903675843e-10, 2.4938641605429973e-23, 1.0460076047216956e-27]	c-tafM4WilCHxx0Y53RhsA
Portland	['Hillsboro', 'Beaverton', 'Washington', 'Bellingham', 'Charter Township of Clinton']	[0.9999909400939941, 8.799485840427224e-06, 2.453849958783394e-07, 6.900214449302722e-13, 2.7755787453313487e-26]	fyJDzLHi3N7aBiKCtJ9RPg
Portland	['Washington', 'Hillsboro', 'Seattle', 'Beaverton', 'Bellingham']	[1.0, 2.970289292303363e-11, 1.9489404376780246e-15, 1.517882723842351e-15, 1.027834776823691e-15]	wO7ZnjqKB_24itpKLxjiFA
Portland	['Bellingham', 'Bend', 'Portland', 'Missoula', 'Seattle']	[0.9999997615814209, 2.0342686468666216e-07, 6.157035770115726e-09, 2.667356786834052e-12, 1.1743970994453393e-15]	nTNV3fBRoyOjYtwmMFymOg
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Bellingham', 'Cottonwood']	[1.0, 4.046628632181637e-08, 3.8921440397889084e-13, 4.361861095564105e-18, 8.643728868511681e-29]	hYZdVaFXX-A9ng4ySdlk7A
Portland	['Washington', 'Seattle', 'Bellingham', 'Portland', 'Hillsboro']	[1.0, 3.327117888244106e-15, 1.1405129329325458e-21, 5.033731786070353e-22, 1.163133188364001e-26]	6Uop7AsmLbM0J8MFacDUSg
Portland	['Portland', 'Hillsboro', 'Washington', 'Beaverton', 'Bellingham']	[1.0, 1.6083053967858789e-16, 5.1380620959965965e-24, 9.241726505125272e-29, 5.424480994129407e-29]	3TJi3KeMvAQhc2sMjgSHBw
Portland	['Hillsboro', 'Beaverton', 'Washington', 'Portland', 'Bellingham']	[0.9999520778656006, 4.787354919244535e-05, 3.5452782203015953e-12, 2.320000960351778e-19, 5.830380133863824e-30]	0m9ecMN2Th5cEUy7Bll13Q
Portland	['Hillsboro', 'Beaverton', 'Washington', 'Bellingham', 'Portland']	[0.9917328357696533, 0.008223815821111202, 4.335394987720065e-05, 4.209390822360115e-19, 9.829194257279324e-24]	_jfFMusoO87LcevVPn17qg
Portland	['Hillsboro', 'Charter Township of Clinton', 'Beaverton', 'Danbury', 'Nashville']	[0.6243858933448792, 0.3746170401573181, 0.0009964670753106475, 3.3197991911038116e-07, 2.7692288995240233e-07]	Dva3DTaLOOjngNQjDSHg_g
Portland	['Washington', 'Portland', 'Hillsboro', 'Beaverton', 'Bellingham']	[0.9999951124191284, 3.858213403873378e-06, 1.0733178896771278e-06, 4.45490414103058e-16, 1.2205859748039613e-17]	cWiCjILW1Kw_AKF5f13mTQ
Portland	['Seattle', 'Washington', 'Sacramento', 'Los Angeles', 'San Jose']	[0.9999995231628418, 4.940795292895928e-07, 2.2835080493166515e-09, 1.2893417616118702e-13, 1.6694799161815974e-14]	nVZUFKH03a8bJCtjpg9z7Q
Portland	['Washington', 'Portland', 'Seattle', 'Bellingham', 'Beaverton']	[1.0, 2.0653159737982207e-10, 6.47623552008092e-11, 1.2585828212952066e-11, 1.0570969632789504e-23]	kUKuXwqYAczGieeEOgrZjA
Portland	['Helena', 'Washington', 'Bend', 'Cottonwood', 'Beaverton']	[0.9768064618110657, 0.013925744220614433, 0.00717996247112751, 0.0020200165454298258, 6.69986184220761e-05]	lga9l4i-lxvrZpNQVuOJWw
Portland	['Hillsboro', 'Washington', 'Beaverton', 'Portland', 'Bellingham']	[0.9999998807907104, 6.913862904411872e-08, 2.4865206782465066e-08, 1.3046772385941633e-17, 6.71179960419943e-27]	a_KKKorooSn3Fs5PZbU5BQ
Portland	['Washington', 'Portland', 'Bellingham', 'Seattle', 'Hillsboro']	[1.0, 4.283101162627645e-08, 1.050644549138724e-08, 8.97774218790344e-14, 1.7452245338531678e-18]	5TTSMkbizuATPFC89DxKtQ
Portland	['Hillsboro', 'Beaverton', 'Redding', 'Bellingham', 'Hayward']	[1.0, 3.121959357699211e-10, 1.030249392470605e-14, 6.520787191486175e-17, 1.3633735612706199e-17]	Y2vbFt_bBGnffnpd4-r_xQ
Portland	['Washington', 'Portland', 'Seattle', 'Hillsboro', 'Bellingham']	[0.9999997615814209, 2.257027631458186e-07, 4.990864186608251e-29, 3.5310691731469346e-29, 2.2106746819944077e-35]	eraXpkoxhdsaDXSKu0ebvg
Portland	['Portland', 'Hillsboro', 'Washington', 'Beaverton', 'Bellingham']	[1.0, 8.46779590890634e-12, 7.771537349574454e-16, 2.3865393688255435e-19, 1.134845312304186e-28]	4sN0KJNQwVS0Q1j0gJrOKQ
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Seattle', 'Portland']	[0.9998759031295776, 0.00012406283349264413, 3.8598987117666184e-08, 1.7584072453392755e-24, 3.858963103595361e-27]	TctJRY-X6ObHrExoo_qSvQ
Portland	['Washington', 'Portland', 'Hillsboro', 'Seattle', 'Bellingham']	[1.0, 3.881679699890839e-11, 4.212523071252944e-13, 3.2209282793225905e-16, 1.3916312142181677e-19]	AvtIeq9p2DRY4-YwpE0iTw
Portland	['Washington', 'Seattle', 'Beaverton', 'Portland', 'Hillsboro']	[1.0, 8.214954938523533e-09, 2.6783869582934147e-14, 1.6795902337889227e-17, 1.2508347290341067e-17]	kFoqjg1OiGm6rS4yd3P0eQ
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Portland', 'Bellingham']	[0.9308357238769531, 0.06916351616382599, 7.745837820039014e-07, 2.2260687598333055e-16, 1.509155883235396e-30]	EVsnaL9xZIH0oRjuNNmnlw
Portland	['Washington', 'Bellingham', 'Seattle', 'Portland', 'Hillsboro']	[1.0, 2.9699072090494383e-09, 8.217015262657057e-11, 6.007453999381945e-19, 5.39861125673579e-23]	3kvvKBBQ7XHvsZPf79cV6Q
Portland	['Washington', 'Portland', 'Beaverton', 'Hillsboro', 'Seattle']	[0.9999978542327881, 2.0857428353338037e-06, 4.107210216375279e-08, 4.015755283859335e-09, 5.724997669589228e-19]	1Ix3-AGie7bxzw2CUlZ0FQ
Portland	['Washington', 'Beaverton', 'Hillsboro', 'Portland', 'Seattle']	[0.9998288154602051, 0.0001711671066004783, 7.243345478968877e-09, 6.2360075436807e-11, 4.151229859247909e-16]	iBgcrhUJXXfVnfwBIY5t7g
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Portland', 'Bellingham']	[1.0, 6.528289600528023e-14, 3.275725095905693e-14, 8.67553440831408e-23, 1.2947732108092652e-29]	AJ2AUBuWpzkv8tW1f4a-WQ
Portland	['Hillsboro', 'Beaverton', 'Washington', 'Portland', 'Bellingham']	[0.999998927116394, 1.0871012818824966e-06, 3.1591630353378086e-12, 1.8228167285086124e-22, 2.480510796455959e-24]	f_yeriElnb8LlbHdttE6Bw
Portland	['Portland', 'Washington', 'Hillsboro', 'Seattle', 'Bellingham']	[0.9971068501472473, 0.0028931882698088884, 7.529742163114861e-09, 2.4395302740246906e-15, 3.715363146873472e-20]	qsoAXDDAMdc3oJbFxAacnQ
Portland	['Hillsboro', 'Beaverton', 'Portland', 'Washington', 'Bellingham']	[0.999985933303833, 1.411693483532872e-05, 1.5806136954843453e-10, 5.763009860992874e-12, 4.627700961616289e-37]	yrjoC4yNuvnEOaa_lWmmag
Portland	['Portland', 'Hillsboro', 'Beaverton', 'Washington', 'Bellingham']	[0.9999719858169556, 2.7967595087829977e-05, 2.306917018524146e-10, 4.471417577732895e-16, 2.1856970337014394e-31]	7oeX1BZ4S9JJWfKjgmThIA
Portland	['Washington', 'Beaverton', 'Hillsboro', 'Portland', 'Bellingham']	[0.9128196239471436, 0.060490600764751434, 0.026689792051911354, 1.9185826538592465e-11, 1.6813061359810533e-12]	_LLGyPMXTGorBKM0bNIwOQ
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Portland', 'Hayward']	[0.9482234716415405, 0.051776498556137085, 1.795539763963308e-13, 3.3929911519985236e-20, 4.435764475627297e-24]	9InREY7vPd2U-bbVoeay5A
Portland	['Portland', 'Washington', 'Seattle', 'Hillsboro', 'Bellingham']	[0.8960440158843994, 0.1039559543132782, 3.3175851931084577e-13, 2.1208612326745722e-14, 4.0244818342542455e-17]	YX9dNhL2hcIT6giF45-Kvg
Portland	['Portland', 'Hillsboro', 'Beaverton', 'Hayward', 'Washington']	[0.999582827091217, 0.0004171502951066941, 2.1186282950225177e-08, 4.537343001320693e-10, 7.43551463551786e-19]	8rkD7dMONvqz8IOrbrJ61A
Portland	['Hillsboro', 'Beaverton', 'Portland', 'Washington', 'Hayward']	[0.9841513633728027, 0.015848694369196892, 2.426990249396188e-12, 5.802435621927646e-16, 6.343874569855559e-28]	cppnIY-wqqBqtJpyLVvt5A
Portland	['Seattle', 'Washington', 'Portland', 'Phoenix', 'Los Angeles']	[1.0, 2.2971064273283846e-14, 1.6118802764989986e-23, 5.099805793359838e-25, 7.370097558481751e-26]	Z6BpPF9_nvyJ9vSN7RxVIw
Portland	['Hillsboro', 'Bellingham', 'Washington', 'Portland', 'Bend']	[0.996240496635437, 0.0037593506276607513, 1.78685041873905e-07, 2.8275529473376082e-08, 6.84658054754631e-17]	gmXpsruvN-t2Js9PcwVofQ
Portland	['Hillsboro', 'Beaverton', 'Portland', 'Washington', 'Bellingham']	[0.8337818384170532, 0.1662181168794632, 4.547153764633549e-08, 1.257400711329737e-10, 1.1819859008252685e-31]	ErcTzOkAzXtMitfc8-rX3A
Portland	['Beaverton', 'Hillsboro', 'Hayward', 'Bellingham', 'Davis']	[0.7330591678619385, 0.2662753760814667, 0.0006520823808386922, 9.284155567002017e-06, 4.114919192943489e-06]	-KXptq5lZ19MEwa_rdQIjA
Portland	['Beaverton', 'Washington', 'Hillsboro', 'Bellingham', 'Seattle']	[1.0, 4.788264229560468e-11, 1.000165052232431e-13, 1.6031641153793568e-26, 1.145807224065152e-28]	yfjlxV4u9q_9mEiMRShM2w
Portland	['Portland', 'Washington', 'Beaverton', 'Hillsboro', 'Seattle']	[0.996379554271698, 0.0036204743664711714, 5.05142178086615e-11, 1.5133105458721907e-15, 6.605692450658239e-24]	JFx0XGOl8pxgTyJQ3TEutA
Portland	['Hillsboro', 'Beaverton', 'Hayward', 'Washington', 'Portland']	[0.9999905824661255, 9.454594874114264e-06, 2.0191570073159031e-16, 1.6054461311933036e-16, 6.979793306457636e-20]	3QhvmYc0gJv-Ukvn6Zi4Qw
Portland	['Beaverton', 'Hillsboro', 'Portland', 'Washington', 'Hayward']	[0.9999555349349976, 4.448180698091164e-05, 1.1661792642669866e-09, 3.683008897858997e-10, 2.506393445187473e-20]	YrJgcorK_i5hAiGm_BvOVg
Portland	['Hayward', 'Hillsboro', 'Davis', 'Beaverton', 'Washington']	[0.9999995231628418, 3.297109856248426e-07, 6.24805878146617e-08, 2.95158342211721e-11, 1.0595484315227208e-13]	vcs28BvcdIOEcKbFacyRDw
Portland	['Hillsboro', 'Washington', 'Beaverton', 'Portland', 'Bellingham']	[0.7100151181221008, 0.28994372487068176, 4.1157072701025754e-05, 1.52234002296904e-16, 9.897922518725588e-27]	z91hI23CIYAdgyUOZmQOTw
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Hayward', 'Portland']	[0.999969482421875, 3.046891106350813e-05, 1.7747354150512984e-13, 7.443208643060825e-21, 1.688875309659104e-23]	gXy09-mTR8QT7ARcg4M0-Q
Portland	['Washington', 'Seattle', 'Beaverton', 'Portland', 'Hillsboro']	[1.0, 1.5917102302864805e-08, 1.2358185308425362e-10, 1.1353666617974767e-10, 1.7343644695324428e-13]	is7ollYYmBtXrW1AwiCpVg
Portland	['Portland', 'Sacramento', 'San Jose', 'St. Johns', 'Washington']	[0.5839449763298035, 0.4160550534725189, 5.842374517115931e-14, 9.085956406739218e-15, 6.229473635033006e-16]	rwgXnDnpo5dXC8taxp24tQ
Portland	['Washington', 'Portland', 'Seattle', 'Beaverton', 'Hillsboro']	[0.9870650768280029, 0.012929354794323444, 5.505851731868461e-06, 2.8036494015282187e-08, 5.38149969031565e-10]	7thkPGytE4CkGaV0-mXECA
Portland	['Portland', 'Washington', 'Bellingham', 'Hillsboro', 'Seattle']	[0.9999996423721313, 3.131468986339314e-07, 6.411836652203305e-16, 7.458213408566853e-21, 2.9444936320213e-22]	gzAo9Si1QKz6HuICHEGpyA
Portland	['Beaverton', 'Hillsboro', 'Washington', 'Portland', 'Seattle']	[0.9992984533309937, 0.0007015366572886705, 1.136032891022043e-12, 2.689435859345307e-13, 2.2878834812821306e-34]	7jhOIbp49L-PCW-WxTBa6Q
Portland	['Seattle', 'Washington', 'Portland', 'Atlanta', 'Phoenix']	[1.0, 4.633914644147294e-14, 2.0554630428375791e-22, 4.317449539340439e-24, 3.482165899813743e-29]	V8Vt9Sto9E0CRGKhPb0qQA
Portland	['Beaverton', 'Washington', 'Hillsboro', 'Bellingham', 'Seattle']	[0.6215689182281494, 0.36922386288642883, 0.009207302704453468, 1.0171351608190271e-11, 6.630613355515076e-24]	aXgkounOSvVv7F6zAu35dA
Portland	['Seattle', 'Sacramento', 'Los Angeles', 'Phoenix', 'Washington']	[0.9981308579444885, 0.0018691024743020535, 8.671611873012353e-09, 1.918323971894509e-10, 5.048115397920938e-11]	_bW6kIFZE79lGKQzMU3uHQ
Portland	['Hillsboro', 'Washington', 'Beaverton', 'Portland', 'Bellingham']	[0.9645582437515259, 0.035208091139793396, 0.00023368780966848135, 1.2829361130647422e-15, 2.5598085586444225e-29]	Eb683Ikw8Kf9YkUqYGRqqg
Portland	['Portland', 'Washington', 'Seattle', 'St. Johns', 'Beaverton']	[0.7826831936836243, 0.21731673181056976, 1.2453065778572636e-07, 4.2150677067943686e-30, 5.267622989017431e-34]	gkfrrec_rGmygUtlPrwong
Portland	['Seattle', 'Oakland', 'Washington', 'Portland', 'Baltimore']	[0.992414653301239, 0.007526706904172897, 5.252118353382684e-05, 6.103563464421313e-06, 1.3759530624254945e-12]	qxuYQ8Vqnoo9DMD2QFYXHQ
Portland	['Washington', 'Hillsboro', 'Beaverton', 'Bellingham', 'Portland']	[0.9704563021659851, 0.02809755690395832, 0.0014461224200204015, 1.661334508547621e-13, 1.3369892300724346e-20]	n3iaedJXLmu1XlReqYyIqQ
Portland	['Portland', 'Washington', 'Seattle', 'Hillsboro', 'St. Johns']	[0.9999978542327881, 2.1118751192261698e-06, 1.5513801354671841e-09, 2.3896346118201775e-24, 2.160889371534327e-32]	2SwX0MiRDw6hU_rh67PVJw
Portland	['Hillsboro', 'Beaverton', 'Washington', 'Portland', 'Bend']	[0.9860333800315857, 0.013965779915452003, 7.802462960171397e-07, 5.388135925557807e-16, 4.5166025999350124e-20]	-AImvp2IOka6vVstzZmRQQ
Portland	['Hayward', 'Beaverton', 'Rancho Cordova', 'Davis', 'Daly City']	[1.0, 1.2744504046502506e-16, 6.022853414050692e-18, 5.526015014499106e-26, 1.2558908519032744e-28]	vuLWukqbhfH6gRMvZY2TDQ
Portland	['Hillsboro', 'Beaverton', 'Washington', 'Portland', 'Hayward']	[0.9806994795799255, 0.01930057629942894, 2.6424422003810955e-13, 3.0809156170453e-19, 6.992819732421995e-33]	ideknFqM_bo55wmcF_yl4Q
Palm Springs	['Palm Springs', 'Yuma', 'Lake Havasu City', 'Bullhead City', 'Safford']	[1.0, 4.462453806073643e-19, 1.7567188805488398e-19, 1.6217874543899245e-21, 3.9273390941507587e-22]	2Rvs68Fe7ykAA1vXQetSNQ
Palm Springs	['Palm Springs', 'Buckeye', 'New York', 'Nashville', 'Clovis']	[1.0, 1.401298464324817e-44, 0.0, 0.0, 0.0]	idrRmQ5IldxXhcP0gswAtg
Palm Springs	['Kingman', 'Safford', 'Bullhead City', 'Palm Springs', 'Yuma']	[0.994184672832489, 0.005815193057060242, 6.911730565661856e-08, 2.2911796904168114e-09, 2.196304249579839e-11]	r5YRmu7Z2TenBu4Y1yKdBQ
Palm Springs	['Palm Springs', 'Clovis', 'Yuma', 'New York', 'Dallas']	[1.0, 0.0, 0.0, 0.0, 0.0]	HvlTxe0r1-yZ3PMf8tMMXw
Palm Springs	['Palm Springs', 'Buckeye', 'Bullhead City', 'Safford', 'Lake Havasu City']	[1.0, 4.048771652973694e-39, 1.7796490496925177e-42, 6.305843089461677e-44, 9.80908925027372e-45]	Apze0WG7S3wQT1_JXfgJXQ
Palm Springs	['Palm Springs', 'Lake Havasu City', 'Buckeye', 'Phoenix', 'Yuma']	[1.0, 8.598363971931698e-25, 8.276566531314736e-26, 2.684385192092635e-26, 6.277335134724438e-28]	3Vf8ANxMulpFp-FfZQeyCw
Palm Springs	['Lake Havasu City', 'Bullhead City', 'Palm Springs', 'Buckeye', 'Safford']	[0.9508978724479675, 0.04908430948853493, 1.781426544766873e-05, 1.5827199273399373e-10, 2.7835398916375986e-11]	cCxBf_JrtVV0OalNmhPCNA
Palm Springs	['Palm Springs', 'Lake Havasu City', 'Bullhead City', 'Safford', 'Yuma']	[1.0, 1.2328122336853988e-21, 6.569519603627879e-26, 2.148145396466681e-33, 1.461965193976934e-34]	kIt5H6a19mCg5TIOZrmyoA
Palm Springs	['Palm Springs', 'Cottonwood', 'Diamond Bar', 'Davis', 'Los Angeles']	[1.0, 3.0408584189570744e-24, 6.881641247132483e-35, 5.623510733993905e-36, 2.773663366373764e-36]	fmTEzsqTqKF815TM9Wx4AQ
Palm Springs	['Palm Springs', 'Yuma', 'Safford', 'Kingman', 'Lake Havasu City']	[1.0, 1.3835489177937976e-11, 7.433301105988933e-15, 1.0899621288757317e-16, 5.591707853633965e-19]	Bac7DM3qaCbN5qhqSla1_w
Palm Springs	['Palm Springs', 'Phoenix', 'Yuma', 'Buckeye', 'Anaheim']	[1.0, 2.008874013006157e-38, 9.391334152089205e-40, 7.083115321653366e-40, 2.0919984773905194e-41]	gO340XfEN2mZbioVqxgzpQ
Palm Springs	['Palm Springs', 'Bullhead City', 'Lake Havasu City', 'Safford', 'Orange']	[0.9999997615814209, 1.9210173718420265e-07, 3.418372752886187e-21, 1.0506323270467547e-23, 2.4072134896245094e-25]	sLUHAkPTfK8aitfu9ZigXw
Palm Springs	['Bullhead City', 'Palm Springs', 'Yuma', 'Safford', 'Sierra Vista']	[0.9997223019599915, 0.0002777342451736331, 2.223362282043756e-13, 5.079120412828427e-15, 7.094755578848595e-21]	Su4ldIkfcJs3QUJFql0eMg
Palm Springs	['Palm Springs', 'Safford', 'Sierra Vista', 'Kingman', 'Buckeye']	[1.0, 5.477180975513242e-18, 2.0604314781452783e-23, 1.485119992576071e-24, 6.534770338530791e-28]	clGiCAa87f-0c3vc31KMoA
Palm Springs	['Safford', 'Kingman', 'Bullhead City', 'Yuma', 'Palm Springs']	[0.9924607872962952, 0.005481259431689978, 0.002057908568531275, 6.2710247618143105e-19, 1.1020217714159456e-21]	8carQ_kjOrQHQIxeZNj6cw
Palm Springs	['Palm Springs', 'Clovis', 'Yuma', 'New York', 'Dallas']	[1.0, 0.0, 0.0, 0.0, 0.0]	TWrZL3UgvSTGCEAP0zf-_w
Palm Springs	['Palm Springs', 'Clovis', 'Yuma', 'New York', 'Dallas']	[1.0, 0.0, 0.0, 0.0, 0.0]	I2cTMH4YaKjfYSkIBIj-6Q
Palm Springs	['Palm Springs', 'Sierra Vista', 'Yuma', 'Safford', 'Clovis']	[1.0, 2.9613318147929564e-39, 9.528829557408756e-44, 1.401298464324817e-45, 0.0]	l1wlzTZApY6EMYeWvDcZuA
Palm Springs	['Palm Springs', 'Fullerton', 'Los Angeles', 'Safford', 'Yuma']	[1.0, 5.834580246850652e-21, 1.9168379674671563e-22, 8.047888943659424e-25, 2.1816643594597005e-27]	97OvfTLsyJCa3sm4Fdv5wQ
Palm Springs	['Palm Springs', 'Clovis', 'Yuma', 'New York', 'Dallas']	[1.0, 0.0, 0.0, 0.0, 0.0]	8K4o3OmvT9A9M9x9lj37VA
Palm Springs	['Palm Springs', 'Clovis', 'Yuma', 'New York', 'Dallas']	[1.0, 0.0, 0.0, 0.0, 0.0]	192ksZ1sOw0fU3bICtL8rQ
Palm Springs	['Palm Springs', 'Clovis', 'Yuma', 'New York', 'Dallas']	[1.0, 0.0, 0.0, 0.0, 0.0]	5NqTEBgdHSajqZtbG9MvZw
Palm Springs	['Palm Springs', 'Clovis', 'Yuma', 'New York', 'Dallas']	[1.0, 0.0, 0.0, 0.0, 0.0]	UkSvFG9LcMtfaoRyBuTk8w
Palm Springs	['Palm Springs', 'Clovis', 'Yuma', 'New York', 'Dallas']	[1.0, 0.0, 0.0, 0.0, 0.0]	_VMQBn_dPcRLTQ8wIeYD-g
